symbol,Alb-Ar-KO,Sox2-Ar-KO,Sex
Fmo4,0.767034054220247,1.46955457850963,F
Fnip1,-0.425133658965639,-0.55106478547355,M
Foxa1,-0.507938963953082,-0.469117873887181,M
Foxa3,-0.864929496185352,-0.189867604702311,M
Foxn3,0.328137285988941,0.512055196215991,F
Foxo1,-0.280430579620607,0.338391220855627,F
Foxp1,-0.0457407807931199,0.273175345616727,F
Foxp4,0.200040169188241,-0.310317604966812,M
Frk,0.785683216389421,0.707420754106406,F
Frmd4b,0.263181143309621,0.0221478052870618,F
Fscn1,0.180782231230263,0.662800643121039,F
Fstl1,-0.0767166456641004,0.433070880195759,F
Fut8,0.170269638432658,0.917461486754925,F
Fzd4,-0.376624773528557,-0.247775494282729,M
Fzd5,-0.205788641044395,-0.270484667719121,M
Fzd7,0.160490770816374,0.0183666775001835,M
G0s2,-1.21595254334488,-0.21689902478343,M
Gabrb3,-0.18981333342475,-0.92156913345886,M
Gadd45g,1.42272846660405,0.815265022953296,F
Galns,0.194646738127964,-0.367605405659524,M
Gas5,-0.0370172855117926,-0.145245488651431,M
Gas6,0.210841845027549,1.19988982346539,F
Gatm,0.356503199544404,0.269602919859548,F
Gbp10,0.35144520651012,0.597182013952451,F
Gbp2,0.239477201005048,0.995304555743783,F
Gbp3,0.390256929181945,0.672856241169523,F
Gbp7,0.199734213280641,0.6669515169266,F
Gbp9,0.0335696190668955,0.372647177624166,F
Gcgr,0.027079039115479,-0.506524120300419,M
Gcnt4,-0.167718591831619,-0.882911871143031,M
Gde1,-0.672236961200761,-0.344629641029991,M
Gemin2,-0.519020770111713,-0.406372073316413,M
Ggct,0.143831527058857,0.210911049840218,F
Ggh,0.299602969281993,0.39839081909895,F
Gja1,-0.141138249274072,0.39612194903965,F
Gldc,0.771364117306643,0.012235470855716,F
Glrx5,-0.132281059967339,-0.343836682963099,M
Gls,-0.000989861556072006,0.459938499390918,F
Gls2,0.0554120956131414,0.349560302011408,F
Glyat,-0.218146593489926,-0.655619079753888,M
Gm10123,-0.0680905657384576,-0.65057329405622,M
Gm10736,-0.0887744255726452,-0.130944331049414,M
Gm10925,-0.0197318970079696,0.83741536304469,F
Gm11437,1.37454697704388,1.19047706379674,F
Gm11789,0.121641915615739,-0.322303708031068,M
Gm12909,-0.309875330976797,-0.328474733333464,M
Gm14325,-0.991501685501649,-0.0207605271176868,M
Gm14403,-1.54668827192656,-0.0710910503193462,M
Gm15318,0.262209930464797,0.329010099107262,F
Gm15417,0.00665437553203654,-0.232847314408123,M
Gm15564,-0.291319183616375,4.45517817589185,F
Gm15638,-0.545296904425004,-1.24563449467883,M
Gm15883,-0.0844718441044693,-0.783356338555294,M
Gm16551,-0.429242696745316,-0.44207102482524,M
Gm20319,0.236036418900465,-0.388801768710984,M
Gm26967,0.0037657186984633,-1.55966497552246,M
Gm27216,0.0656524331182033,0.55544622722349,F
Gm28437,0.019987846567275,0.987898461584696,F
Gm28439,0.265335775738852,0.724323219269856,F
Gm28661,0.171550755281064,1.35187022103528,F
Gm29216,0.0313283302294259,1.01541985775565,F
Gm29966,0.864281824162213,2.07694305979689,F
Gm2a,0.292173642743467,0.449113206752401,F
Gm31583,0.00378553803399925,-1.5111908529118,M
Gm33543,0.146161083913634,0.955524676597156,F
Gm33989,-0.0647125162355979,-0.493292433281831,M
Gm34667,0.592558140907282,0.500648204040312,F
Gm35696,-0.825966297909189,-2.52123914881226,M
Gm36041,0.860855350345443,0.934224251813182,F
Gm36419,0.0528303571434282,0.359672539546048,F
Gm38345,0.46442268947005,0.548145062336689,F
Gm3839,0.479298447797957,-1.47980417709639,M
Gm38416,0.105684861661535,-1.79351886762563,M
Gm45470,0.0303056016892247,-2.09896329396107,M
Gm45792,0.975188601770101,-2.21718279317866,M
Gm45871,-0.458656382606877,-0.539051737806969,M
Gm46430,-0.0682177352727015,-0.667793850625693,M
Gm47283,-0.370777914633776,-1.71758322496176,M
Gm4956,-0.140307434198337,-1.78102442276289,M
Gm50136,-0.145104191930167,-4.16620163425469,M
Gm53019,-0.379918834425887,-0.63719039425312,M
Gm5345,0.268794286468684,0.0993203857714844,F
Gm5424,-0.0905709103391873,0.393915400563133,F
Gm8883,0.278181543110345,0.430041656507804,F
Gm8941,-0.347823940915688,-0.455689198013015,M
Gna12,-0.189797645144955,-0.489209957971838,M
Gnas,0.0125395537016495,-1.20746266382977,M
Gng11,0.299672997555893,0.478531394068859,F
Gnl3l,0.132537443242897,0.448713584037116,F
Golm2,0.329061972512098,-0.106546603165832,F
Gorasp1,-0.375890016280512,-0.108067405598941,M
Got1,-0.613025653145668,0.911049351110243,F
Gpc1,-0.0338031467187879,-0.640239951239355,M
Gpd1,0.0217917359357302,-0.599587246782292,M
Gpr146,-0.17115732563972,-0.0236343357580747,M
Gpx4,-0.0985776736410044,-0.174506115780454,M
Gramd4,0.936138163877254,0.635849446816288,F
Grb10,-0.244812361429201,0.638851118690732,F
Grem2,-0.808774177944719,-0.936528990894924,M
Grhpr,-0.0415522902631413,-0.57900939912636,M
Grina,-0.0138220996142943,-0.397622683698946,M
Grk3,0.441577965020348,0.394986852398229,F
Grk5,0.540822143362779,0.30057813360957,F
Gse1,-0.148508855601599,-0.479278359638941,M
Gstp-ps,0.131559971075847,-2.40829129313201,M
Gstp1,-0.0430124800125305,-2.6426026080445,M
Gstt1,0.0979485897146617,0.487984204563598,F
Gstt2,-0.131807269243195,0.0833671847479313,M
Gstt3,0.0245461326597621,1.45002791906071,F
Gtf2a1,0.0753844095457715,0.599997461846924,F
Gucy1a1,-0.111322321742506,0.272217134808473,F
Gucy1b1,-0.269345032358868,-0.0382246494768142,F
Gxylt1,-0.409278766967044,-0.336806952869162,M
Gypc,0.569261585164429,1.01211174803984,F
Gys2,-0.904347116962826,-0.184782092371361,M
H2-Q1,0.0283078017047923,1.58725670596509,F
H2-T24,0.347460604952155,0.467288367153242,F
H2aj,-0.0724295972264666,-0.153643476933189,M
H2bc4,-0.436715717172011,-0.739269841816179,M
Hacl1,0.178038031532741,0.277992148648222,F
Hal,0.541878312267086,0.5315329562783,F
Hamp2,0.205825540030772,3.63616054710439,F
Hao1,-0.157094786882641,-1.0142503884056,M
Hc,-0.248068255607372,-0.86805315011804,M
Hcls1,0.21370074678456,0.462927830430365,F
Hcn3,-0.274139317115158,0.444805415656576,M
Hdc,-0.48517635115727,-0.812641322751138,M
Hdhd3,1.17352012860755,0.583918347828598,F
Hecw2,-0.795876107731095,0.168505843070488,F
Heg1,-0.089078236935156,0.804069101346283,F
Helz,-0.0373127169164444,0.261913423589025,F
Hes6,0.0650488224703388,-0.56840308171943,M
Hexb,0.00755306576949932,0.94906375800336,F
Hhex,0.489566300948479,-0.263381329079844,M
Hip1,-0.337348585008149,0.452825398091475,F
Hipk2,0.00215097786372519,0.939769018012628,F
Hlf,-0.431915258036994,-0.0159987832672624,M
Hlx,0.244035741841281,0.146847247875584,F
Hmgcr,0.485886281583953,0.481130745736724,F
Hnf1aos1,-0.0337676407277553,-0.742717001484115,M
Hnmt,-0.0915205475683411,-0.102495104602324,M
Hnrnph3,-0.379647354520453,-0.463430254094658,M
Hook2,-0.291521780502455,-0.193621241314204,M
Hopx,-0.45301441734807,-0.558268340512481,M
Hp,-0.317551036269322,-0.651739851564127,M
Hprt,-0.138510688033859,-0.415521269566649,M
Hs3st3b1,-0.189596589195499,0.966303414667947,F
Hsd11b1,0.0463366949026739,0.509190011206006,F
Hsd17b10,-0.325602989168259,-0.37989207680084,M
Hsd17b4,-0.179675543368247,-0.455891445867345,M
Hsd17b6,0.240232540096527,1.24809003486252,F
Hsd3b2,0.445106972271291,-0.451492373222267,M
Hsd3b3,0.163829061766468,-0.401901710498046,M
Hsd3b5,0.27728399861332,-2.91283990261993,M
Hspb1,-0.509269821101156,-1.0602418615168,M
Hspb6,0.364028586352969,-0.697151618275201,M
Iah1,0.0307884980924211,0.348844558821705,F
Id2,0.032943157504128,-0.415507783032228,M
Ide,0.0315834462501306,-0.903579356657858,M
Ier5,0.36083806140114,0.425817837566148,F
Iffo2,-0.26151468401963,0.291722975475596,M
Ifi207,-0.254582828010073,-0.0251973001569032,F
Ifi27l2a,0.551256329717535,0.308276178150559,F
Ifi44,0.396297068562763,0.594109764911751,F
Ifi47,0.658345573423953,0.0595927633680243,F
Ifit1,0.710957127618451,0.579127590210999,F
Ifit2,0.121247103350602,0.0972857836892503,F
Ifit3,0.501825239273187,0.476367533559196,F
Ifit3b,0.402046710832863,0.65215736212929,F
Ifitm1,-0.026075504787759,0.418112348731627,F
Igfbp1,0.621734685574039,-1.75092524241435,F
Igfbp5,0.415903931512691,1.40857838032617,F
Igtp,0.526298358121379,1.44890829880688,F
Ihh,0.651630455017906,-0.935992513271821,M
Ikbke,0.642378271242881,0.237203487938376,F
Ikzf1,0.277388760332626,0.431430273327504,F
Il11ra1,0.209629626524642,0.360122556361669,F
Il13ra1,0.0508379296687773,0.394429667351567,F
Il15ra,-0.597117128833534,-0.456189304861614,M
Il18bp,0.284375680852943,0.370597058483129,F
Il1rn,-0.778450357083743,0.674687319329676,F
Ildr2,0.236957573069547,1.34053556595598,F
Inhbb,-0.469490841181738,0.365807627155599,F
Inhbc,0.127344306340254,-0.307270578893909,M
Inhbe,-0.816248890148533,-0.208261155609271,M
Insc,1.00130933444826,0.0975882029227051,F
Insig1,0.601523843444639,-0.0207230431990885,F
Ip6k2,0.0442080979017872,-0.68467878258202,F
Iqgap1,0.0468090240230973,0.401847326672943,F
Irak2,0.00209914938102798,-0.688623854511335,M
Irf2bp2,0.459296089182778,0.230308900792982,F
Irf2bpl,-0.330098476906446,-0.415901442138212,M
Irf5,0.448792009020221,0.227481604740213,F
Irf8,0.19837755160394,0.504301534101369,F
Irgm1,0.462917548528381,0.233237435915711,F
Iscu,-0.051057634692452,-0.408065349339589,M
Isg15,0.713863321267757,0.278723131252714,F
Itga1,-0.243622067142638,0.11004027909648,F
Itga8,-0.160607706347416,0.240843969559092,F
Itgal,0.104930590999677,0.208307267257105,F
Itgb2,0.1145176489669,0.314367662128932,F
Itgb3,-0.739259961226141,0.795647716628776,F
Itih2,0.166559672006093,0.491102917252804,F
Itih4,0.0365681429813045,0.289932630249972,F
Itpkb,-0.10132337007382,0.355770468352066,F
Itpripl2,-0.228099674273625,0.533087243780481,F
Ivns1abp,-0.921313849908115,-0.274724276346691,M
Jade1,-0.213728503078819,-0.223358264638576,M
Jag1,0.0423949665598809,0.377010500292581,M
Junb,-0.298035490699837,-0.861324685039128,M
Kcnj8,0.218687048827164,0.502589626231008,F
Kcnk6,-0.125266210386095,0.447589441229111,F
Kcp,0.290729911770177,-0.433391479474323,M
Kctd12,-0.0829682386640487,0.334409570846787,F
Kctd15,-0.315148933038936,-0.785343974481182,M
Kdm5d,0.195781862998818,0.118963738146451,M
Kdm6a,-0.181117110616818,-0.122876291298995,F
Keg1,-0.344917327094293,-0.0863420377521206,M
Kif16b,-0.0167864435589333,0.482445934090063,F
Kif21b,0.406614896062277,0.555541753826756,F
Kifap3,-0.0496669883965801,0.483541058819116,F
Kifc2,0.0613635317258243,-0.635496562406249,M
Kifc3,0.521154161323407,-0.0185372424350787,M
Klb,0.231701135718439,0.678821973882272,F
Klf12,-0.172356428086999,0.119625973923164,F
Klf16,-0.457136503284535,0.0491658239562675,M
Klf2,0.598629818762136,0.388758676535126,F
Klf6,0.364971368395474,-0.0134360535009317,F
Klf7,0.2439586957496,0.389469740782944,F
Klhdc7a,0.201404341215721,-0.264775112581828,M
Klhdc8b,0.169851276435017,-0.617720853362121,M
Klhl13,0.25093196730797,0.85407257465882,F
Klhl21,-0.955221263628624,-0.223175490055402,M
Klhl25,0.0784665534360516,0.450576793424452,F
Klhl26,0.55754968738995,0.565392763269266,F
Klhl3,-0.306243442984484,0.164045563937052,F
Lacc1,0.49711285030932,0.485611561483023,F
Lactb2,-0.0314077283367778,-0.444908898463619,M
Lad1,0.102683932436837,-0.956168825581021,M
Lama3,-0.161782685258014,-2.39838766553357,M
Laptm5,0.176338645172315,0.33378975688195,F
Lars2,-0.241103703501032,5.47752554928454,F
Lbh,0.191517643643208,0.281598832286232,F
Lbr,0.280764640854631,0.392231370681765,F
Ldah,-0.167711002591017,-0.502905600469239,M
Ldhd,-0.182629154855493,-0.666250669565868,M
Ldlrad3,0.280237682971216,0.415012762033569,F
Lect2,-0.0482362812984507,0.256652901829771,F
Leng8,0.319767882644161,-0.738142034096695,M
Leo1,0.557377253877897,-0.13562702349705,F
Lepr,-1.10389054808087,1.87371627650736,F
Lgals4,-1.12385187859179,-1.22232202855186,M
Lgalsl,0.657909880681017,0.167709139216628,F
Lgr5,0.647389986208389,-0.272302988355488,F
Lhfp,-0.352603037144718,0.495948470941892,F
Lhx6,0.27673690195983,-0.574854272187205,M
Limd2,0.138978146189103,0.222633760130308,F
Lims1,0.188647807368702,0.360117308210817,F
Lims2,-0.222428780142849,-0.537972201371733,M
Lipa,0.298064921446296,0.43725525178852,F
Lipe,-0.175465216535362,-0.477583155616531,M
Lix1l,0.22051639701595,0.322776089239185,F
Lmbr1l,-0.362675870165308,-0.803098979186731,M
Lmo4,0.0675693009214912,-0.433294448413236,M
Lnpep,-0.112891447438177,0.454593963714641,F
Lnx2,0.472159634527711,0.0142818361103065,F
Lonrf1,-0.893977584416675,0.267847110641512,M
Lpp,-0.262834574420872,0.602418307149596,F
Lratd2,0.365495762885618,2.49029566832172,F
Lrg1,-0.406264432765489,-1.37696101727528,M
Lrp4,-0.777781103056548,-0.0458833032653065,M
Lrrc20,0.139179214605531,-0.416136188462711,M
Lrrc28,-0.691592351886474,0.107437219608403,M
Lrrc32,-0.297677242559223,0.180898977211606,F
Lrrc45,0.0102035985340229,-0.429276026943219,M
Lrrc58,-0.254492589965187,0.484461921435478,F
Lrrc8c,-0.471491612714726,0.434330841870178,F
Lrtm1,0.273033747320873,1.6477042166487,F
Ltbp4,-0.250651699209045,0.442236643412406,F
Ly6g2,-0.00621058054549823,0.602485691161668,F
Ly86,0.213028154540825,0.282968173312811,F
Lyve1,-0.81802280473979,1.10510307938371,F
Mad2l2,0.65936560223745,0.151479756941997,F
Maff,-1.06859229421595,-0.925838477423376,M
Mafg,-0.226459200499642,-0.250550911337608,M
Maged2,0.28676864904616,0.511329857859304,F
Magix,0.461823851412929,0.268932718882671,F
Malat1,-0.558565153127341,1.09679562391932,F
Man1c1,-0.0284436871117232,0.463967393119327,F
Man2b2,0.273210752080759,0.463911143450031,F
Maob,0.212993838746773,0.638522283920397,F
Map1lc3a,-0.05445029967257,-0.6136533209418,M
Map3k21,-0.500974668146616,0.121310397281298,M
Map3k5,-1.11223716083155,-0.256604030732771,M
Map4k4,0.0988273505334534,0.56564875241182,F
Mapk15,0.950434092789856,-0.275040827746766,M
Mapre2,0.299692526996206,0.416302119850674,F
Mapre3,0.0910709816621106,-0.511193601012777,M
Marchf8,-0.139411230201481,-0.404967778432176,M
Marcks,0.0623746597494436,0.576404723996488,F
Marcksl1,0.0476569874411109,0.397224655651589,F
Marco,-0.290710068899644,0.284294743120462,F
Marveld1,-0.273863687015227,-0.0773392118311358,M
Marveld2,0.288102947547945,-0.562089670159026,M
Mast3,-0.370050153132348,-0.267956816877949,M
Mast4,0.395922865589389,0.294418534030384,F
Mat1a,-0.0556011784381394,0.708146381263044,F
Mbd1,-1.43121111308418,-0.820583568089429,M
Mbd6,-0.096521308239375,-0.33791509140299,M
Mbl2,0.358010554425331,0.810658005811067,F
Mbnl2,-0.580644378034226,-0.743582617713734,M
Mcam,-0.0594367544174706,0.698168407494102,F
Mcc,0.205529625654943,0.034512252682858,F
Mcm10,-0.589787886938944,-0.474036767974416,M
Mcm3,0.578063161740042,0.462200517243023,F
Mcm5,0.809736812103319,0.327388841524574,F
Mcm6,0.691648976630724,0.440580752218911,F
Mcu,0.644330063863645,0.330305540580461,F
Med13,-0.0480380634518624,0.363931635841033,F
Med13l,-0.194660758230148,0.472115257319173,F
Meg3,0.276099482416425,-1.24716539402481,M
Megf9,-0.453710130353671,-0.346552265136511,F
Mertk,-0.188202532491619,0.324695886986283,F
Mettl26,0.0157880074957625,-0.321952071250077,M
Mettl4,0.0730120655807768,0.325527471865393,F
Mfsd12,0.300115556423275,0.528553539612195,F
Mfsd2a,-1.89427837178146,1.62854078435468,F
Mgll,-0.112892621843486,-0.230791967687495,M
Mgst1,-0.199304033971018,-0.609413481217843,M
Mgst3,0.858808493232476,1.99421391733203,F
Mib1,-0.169524317490644,0.387973391615171,F
Mid1ip1,0.585367851777179,0.227650699170849,M
Mief2,-0.0725748701487006,-0.63729399579922,M
Mif,0.0780563408928671,0.0394832038014652,M
Mir22hg,0.397660999676668,-0.583652162660364,M
Mir5125,0.0768748374169541,-1.30214659992654,M
Mir6236,-0.193390717548602,4.67262537941203,F
Mki67,0.0364142653372154,0.405869910300307,F
Mlkl,0.874849315019458,0.435728338214744,F
Mlxipl,0.112919471804319,-0.510942141885531,M
Mmd2,0.205057958782627,2.36182491719111,F
Mme,0.131922173768944,0.841898902917188,F
Mmp14,0.635891269965746,0.933782581872237,F
Mmp15,0.100689994937204,-0.778826155832443,M
Mmp19,0.297698931202905,0.419489982337796,F
Mn1,0.37704315372965,-0.322627439691853,M
Mnt,-0.0402306638474176,-0.534852189551415,M
Mob3a,0.465140814763161,0.665470669346281,F
Moxd1,-5.70135410974815,-6.51879764296044,M
Mpc1-ps,-0.0763156015337946,0.699206731733244,F
Mpzl1,0.639932289698686,0.195190209498741,F
Mreg,0.764358172259468,0.282988833735052,F
Mrps36,0.0301666353482729,-0.418651828605151,M
Msh2,0.493508422093165,0.28091564322402,F
Msi2,0.0687233367734826,0.429793185651763,F
Msn,-0.00593970936387396,0.400101146743353,F
mt-Atp6,0.165525982285784,1.37963769577257,F
mt-Co2,0.180891120383997,1.5175796536607,F
mt-Co3,-0.0621246247138819,1.24484389072233,F
Mt1,-1.38663616827652,2.62466575855992,F
Mthfr,0.39116604227709,-0.0406904983264674,F
Mug1,-0.121675059497234,-0.672924560846942,M
Mug2,0.23638525424828,0.637233745597505,F
Mup1,-1.28185475093113,-5.47399707311008,M
Mup11,-0.654558602247453,-6.70629268451481,M
Mup12,-0.766456863652825,-4.69453873200804,M
Mup14,-0.845888867983839,-8.16453865669862,M
Mup15,-1.15225098376833,-9.64405149294626,M
Mup16,-1.37757170369067,-4.90768521638381,M
Mup17,-1.06300652156429,-8.37609610050294,M
Mup2,-0.40439071406987,-0.986562748628284,M
Mup20,-0.198175900871744,-4.64643602813626,M
Mup21,-0.794320109595349,-3.28109670151962,M
Mup3,0.0631552230548623,-1.32367316302047,M
Mup7,-0.909520372488625,-10.368838095599,M
Mup8,-0.96393125116328,-5.35179657033648,M
Mup9,-2.75233154200817,-6.19646806191025,M
Mvb12b,0.356531690281576,0.42834039774342,F
Myadm,0.00708658383938769,0.526425461953824,F
Myo1d,0.252841423515676,0.542148069455084,F
Myo1e,-0.487871249091218,-0.514708432901797,M
Myo9a,0.0316797893087438,0.232739914247398,F
Naa80,-0.117929844474943,-0.495186771996863,M
Naip2,0.12903722595955,0.736177646952466,F
Nap1l1,-0.176246472548087,-0.392214949609045,M
Nat8,-0.40742250660349,-1.07744384413151,M
Nat8f2,0.0772443358135425,-0.481322841921672,M
Nat8f5,0.226769199911052,-2.48312482085089,M
Nav1,0.137066740084427,0.530984419324502,F
Nav2,1.25986827783827,0.93839468475893,F
Ncald,0.600364589724218,0.535705082768248,F
Nckap1l,0.0203118138673696,0.293319980506414,F
Ndrg1,1.02115364670396,0.725546018369088,F
Ndufa12,0.0182948409118952,-0.470116325113531,M
Ndufa8,0.00817049958398811,-0.260727784578346,M
Ndufaf4,-0.372667559887614,-0.105063294928478,M
Ndufb3,-0.214055867644424,-0.424293458627281,M
Ndufb6,-0.037168246195946,-0.421058611219044,M
Ndufs6,-0.033629472223982,-0.425342751661511,M
Nectin2,-0.0734318510687068,-0.348175206774117,M
Nedd4l,0.168104090444108,0.110717522093118,F
Nek1,-0.555760741927446,-0.464033546186864,M
Nes,-0.0925548611077648,0.509881352117818,F
Nfam1,0.23571978291265,0.323076983010469,F
Nfia,0.23955513961734,0.884816098692855,F
Nfib,0.319999249233386,0.537379454520886,F
Nfic,0.012924195591421,-0.122740628129589,M
Nfil3,0.0822571092585476,-0.699347510310612,F
Ngfr,0.546832627625634,0.944224973558353,F
Niban1,0.137535503335909,0.411964243678125,F
Nid1,-0.178006492995248,0.41995762327322,F
Nid2,0.489850084171354,0.456730789206456,F
Nin,-0.220856650476558,0.481003570976542,F
Nipal1,1.04555485812931,3.18726923760872,F
Nmi,0.478934886397345,0.345279740958079,F
Nmrk1,-0.644512520759269,0.185841413074401,M
Nop10,-0.0100823891912238,-0.207377468913017,M
Nostrin,0.556672741644214,0.477958606418399,F
Nox4,-0.0582547600584604,-0.865382916721722,M
Nqo1,0.504193894379897,0.994560158662893,F
Nr1d2,-0.613021781081461,-0.339843382360947,M
Nr1h4,-0.220775854499109,-0.199172694223932,M
Nrn1,0.253563070069526,0.488242124683209,F
Nrros,0.187357483792504,0.615812121764401,F
Nsd3,-0.644318757522747,-0.437393594454105,M
Nsdhl,0.00522664786676997,-0.526557019555421,M
Nt5e,0.154182101724987,1.75080585147365,F
Ntn1,-0.210966960455139,0.395230112836564,F
Ntn4,-0.000124392199973926,0.438446953394184,F
Ntrk2,-0.114014981421142,2.36959959647374,F
Nuak2,-0.535679793849911,-0.120389731722719,M
Nucb2,-0.193622106869269,-0.137463978568499,M
Nudt7,-0.136570391370465,-1.13819906604325,M
Nxpe2,-0.0405790725875895,-0.780198501336683,M
Oas3,0.539161346021839,0.251450887402413,F
Oasl2,0.343098520750116,0.335493245909327,F
Oat,-0.472005381029175,0.520075689587567,F
Ociad2,0.163501874316043,-0.277098322336017,M
Ocrl,0.289450688323394,0.284403173412311,F
Ola1,0.0580050527376174,-0.41176833815918,M
Olfml1,0.352556764516701,0.015787934525476,M
Olfml3,0.0316464846933924,0.260818446967692,F
Olig1,-0.515609320884481,-0.979945753779162,M
Oplah,-0.273074441292805,-0.381425914566152,M
Optn,-0.305092479815144,-0.34237393423084,M
Orm2,-0.796168858688619,0.349817918690035,F
Osbpl3,-0.912121653479695,0.0711491452430688,M
Osmr,-0.735068634323233,0.232495259063186,F
P2ry2,-0.774839340553115,-0.359170412173101,M
P2ry4,0.418511905907542,1.34655026893805,F
P4ha2,-0.427060123426003,-0.834391483696894,M
Pabpn1,0.245682452680164,-0.690876434100012,M
Pacs1,0.464132582412771,0.764693834424757,F
Pag1,0.40440277071002,0.458090341402488,F
Pak1,0.149738516795807,0.660388136902138,F
Pakap,-0.342521189609488,0.697574967806815,F
Pam,-0.273521646615637,0.169495017299919,F
Papss2,-0.0471308932652295,0.655573399946293,F
Paqr7,-0.35587478695242,-0.732515932724657,M
Pard3b,-0.128776020360462,-0.297529059276126,M
Paxx,0.568336394458356,0.359575560981319,F
Pbdc1,0.0727322180335248,0.0506541835987866,F
Pbx1,-0.196517216431692,0.695671245942447,F
Pcbd2,0.0886596483579169,-0.446885970170516,M
Pcdh12,0.00471954368843749,0.361180921769023,F
Pced1b,0.635107768189334,0.722191764661985,F
Pcgf2,0.415480061697324,-0.678556199703318,M
Pcgf6,-0.124587335708905,-0.337003369120932,M
Pck1,-0.393486561952378,-0.219185274107231,F
Pcolce,-0.175653938630585,0.14573080890478,F
Pcp4l1,-0.0217387101355454,-0.245197032622546,F
Pcsk4,-0.744030209185663,-0.351784024214673,M
Pcsk5,0.13262714236654,0.574249540040159,F
Pdcd5,0.0609872817525443,-0.324616148877278,M
Pde4a,0.379660647075412,-0.243460577064965,M
Pde4b,1.03602676832507,0.734659783276539,F
Pde4d,0.153733597284622,1.00203208694405,F
Pde7b,-0.300223458575046,0.270012466445675,F
Pdgfa,0.575340160918879,-0.0721943435169186,M
Pdgfra,-0.371797306318901,0.157030642211696,F
Pdgfrb,0.0287306191971414,0.343329951379851,F
Pdhx,-0.148729146461278,-0.40077864969407,M
Pdilt,0.325192334599161,-0.378561894115081,M
Pdk4,1.29252239485816,-0.313787198453676,F
Pdlim1,0.321179106150703,0.307561936728316,F
Pea15a,0.041329883371777,0.315786690170849,F
Peak1,-0.207102267491948,0.375840110862655,F
Per2,-1.02561197941662,0.363530079405578,M
Per3,-0.95640143862659,0.288359180190088,M
Pex11a,-0.92969998523576,-0.702879254150693,M
Pex26,-0.652794015365009,0.311836912066386,M
Pfkfb3,-0.725856975537763,-0.371081114129277,M
Pgp,0.136032297756535,-0.22528781831166,M
Phf23,-0.3677834888594,-0.0850082275904186,M
Phldb3,0.562528661198065,-0.366662110609588,M
Phyh,-0.293061610109586,-0.801312626036568,M
Pias3,0.128345564736994,-0.343303032505296,M
Piezo1,-0.11563525516054,0.365627638059677,F
Pik3cd,0.192626722608014,0.291296934035705,F
Pim1,-0.34529589998158,-0.999171833808365,M
Pip4k2a,-0.298782198505107,0.262092420837654,F
Pitx3,-0.720223190111691,-5.08520669733211,M
Pkhd1,-0.14677389718745,0.979388755429369,F
